V_TRI_FORM_R_EZ.TRI_FACILITY_ID,V_TRI_FORM_R_EZ.FACILITY_NAME,V_TRI_FORM_R_EZ.CITY_NAME,V_TRI_FORM_R_EZ.STATE_ABBR,V_TRI_FORM_R_EZ.ZIP_CODE,V_TRI_FORM_R_EZ.REGION,V_TRI_FORM_R_EZ.ASGN_PUBLIC_CONTACT_EMAIL,V_TRI_FORM_R_EZ.DOC_CTRL_NUM,V_TRI_FORM_R_EZ.CAS_REGISTRY_NUMBER,V_TRI_FORM_R_EZ.REPORTING_YEAR,V_TRI_FORM_R_EZ.MAX_AMOUNT_OF_CHEM,Code Expansion for Maximum Amount Of Chemical,V_TRI_FORM_R_EZ.CAS_CHEM_NAME,V_TRI_FORM_R_EZ.CARC_IND,V_TRI_FORM_R_EZ.PFAS_IND,V_TRI_FORM_R_EZ.METAL_IND,V_TRI_FORM_R_EZ.PRODUCE,V_TRI_FORM_R_EZ.IMPORTED,V_TRI_FORM_R_EZ.SALE_DISTRIBUTION,V_TRI_FORM_R_EZ.BYPRODUCT,V_TRI_FORM_R_EZ.PROCESS_IMPURITY,V_TRI_FORM_R_EZ.AIR_TOTAL_RELEASE,V_TRI_FORM_R_EZ.WATER_TOTAL_RELEASE,V_TRI_FORM_R_EZ.LAND_TOTAL_RELEASE,V_TRI_FORM_R_EZ.SOURCE_REDUCTION_IND,V_TRI_FORM_R_EZ.SOURCE_REDUCTION_ACT_1,V_TRI_FORM_R_EZ.EST_ANNUAL_REDUCT_1,V_TRI_FORM_R_EZ.SOURCE_REDUCTION_ACT_2,V_TRI_FORM_R_EZ.EST_ANNUAL_REDUCT_2,V_TRI_FORM_R_EZ.SOURCE_REDUCTION_ACT_3,V_TRI_FORM_R_EZ.EST_ANNUAL_REDUCT_3,V_TRI_FORM_R_EZ.INDUSTRY_CODE,V_TRI_FORM_R_EZ.INDUSTRY_DESCRIPTION
"06813THBRD200PA","SCHAEFFLER AEROSPACE USA CORP","DANBURY","CT","06810","1","SMITHARE@SCHAEFFLER.COM","1322221006240","106-94-5","2022","04","10000  to  99999","1-Bromopropane","1","N","N","0","0","0","0","0","7562","0","0","","S04","R1","","","","","332","Fabricated Metals"
"38017LPHRSHIGHW","AOC TENNESSEE PLANT","COLLIERVILLE","TN","38017","4","SSWANNER@AOC-RESINS.COM","1322221011719","100-42-5","2022","05","100000  to  999999","Styrene","1","N","N","0","0","0","0","0","16068","0","0","","S44","R6","","","","","325","Chemicals"
"1201WTHGND2WALL","THE GUND CO","AMSTERDAM","NY","12010","2","JCRAFT@THEGUNDCOMPANY.COM","1322221227352","106-42-3","2022","02","100  to  999","p-Xylene","0","N","N","0","0","0","0","0","10","0","0","","S41","R3","","","","","326","Plastics and Rubber"
"94070KLLYM1015C","KELLY-MOORE PAINT CO INC","SAN CARLOS","CA","94070","9","BMCGREGOR@KELLYMOORE.COM","1314212979405","N982","2014","05","100000  to  999999","Zinc compounds","0","N","Y","0","1","0","0","0","78","0","0","","W14","R6","","","","","325","Chemicals"
"46725NDRSS4578E","UNDERSEA SENSOR SYSTEMS INC","COLUMBIA CITY","IN","46725","5","ANDREW.SMITH@ULTRA-USSI.COM","1322221172467","7439-92-1","2022","04","10000  to  99999","Lead","1","N","Y","0","0","0","0","0","0","0","0","","S21","R6","","","","","334","Computers and Electronic Products"
"32905MCSSM2755K","MC ASSEMBLY","MELBOURNE","FL","32934","4","ZACH.HANLON@SMTC.COM","1320218842514","N420","2020","02","100  to  999","Lead compounds","0","N","Y","0","0","0","0","0",".2","0","0","","W19","R6","","","","","334","Computers and Electronic Products"
"66115CRTNT103FU","CERTAINTEED LLC","KANSAS CITY","KS","66115","7","THIAGO.SPOSITO@SAINT-GOBAIN.COM","1315215179235","7664-41-7","2015","03","1000  to  9999","Ammonia","0","N","N","0","0","0","0","0","137600","0","0","","W43","R4","","","","","327","Nonmetallic Mineral Product"
"30643MNRTQ200MC","MONROE AUTO EQUIPMENT CO.","HARTWELL","GA","30643","4","Jim.Clingman@driv.com","1316215717000","N420","2016","01","0  to  99","Lead compounds","0","N","Y","0","0","0","0","1","0","0","0","","W19","R6","","","","","336","Transportation Equipment"
"95691NRCLB2286S","NOR-CAL BEVERAGE CO INC","WEST SACRAMENTO","CA","95691","9","RAMIROV@NCBEV.COM","1322221497441","N511","2022","03","1000  to  9999","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","0","N","N","1","0","0","1","0","0","0","0","","S25","R5","","","","","3121","Beverages"
"69361WSTRN2100E","WESTERN SUGAR COOPERATIVE","SCOTTSBLUFF","NE","69361","7","VSALZMAN@WESTERNSUGAR.COM","1316215745629","7664-41-7","2016","04","10000  to  99999","Ammonia","0","N","N","1","0","0","1","0","146550","1","1648","","W71","R5","","","","","311","Food"
"74015LLDSG1301M","UMICORE AUTOCAT USA INC","CATOOSA","OK","74015","6","GARY.DWYER@AM.UMICORE.COM","1316215208885","N495","2016","03","1000  to  9999","Nickel compounds","1","N","Y","0","0","0","0","0","0","0","0","","W52","R5","","","","","325","Chemicals"
"16143YNGGLPOBOX","YOUNG GALVANIZING INC","PULASKI","PA","16143","3","DON@YOUNGGALVANIZING.COM","1317216466779","7439-92-1","2017","04","10000  to  99999","Lead","1","N","Y","0","0","0","0","0","37","0","0","","W13","R5","W49","R6","W14","R6","332","Fabricated Metals"
"46514MRRYD1536G","MOR/RYDE INTERNATIONAL INC","ELKHART","IN","46514","5","SAMMYSIRHAN60@GMAIL.COM","1319218289357","N982","2019","06","1000000  to  9999999","Zinc compounds","0","N","Y","0","0","0","0","0","0","0","0","","W60","R3","","","","","332","Fabricated Metals"
"3762WTRCTY161AR","TRI-CITY EXTRUSION","BRISTOL","TN","37620","4","BRENT.PRITCHARD@TRICITYEXTRUSION.COM","1323221748128","N495","2023","02","100  to  999","Nickel compounds","1","N","Y","0","0","0","0","1","39","0","0","","S31","R6","","","","","331","Primary Metals"
"75668SCTND3756F","SCOT INDUSTRIES","LONE STAR","TX","75668","6","KHANSEN@SCOTINDUSTRIES.COM","1324222418220","7440-50-8","2024","04","10000  to  99999","Copper","0","N","Y","0","0","0","0","0","0",".25","0","","S42","R6","","","","","332","Fabricated Metals"
"61821HDSNT342NM","HUDSON TECHNOLOGIES CO","CHAMPAIGN","IL","61821","5","MBREGMAN@HUDSONTECH.COM","1316215620814","306-83-2","2016","05","100000  to  999999","2,2-Dichloro-1,1,1-trifluoroethane (HCFC-123)","0","N","N","0","0","0","0","0","979","0","0","","W31","R6","W29","R6","","","325","Chemicals"
"14303LNCHM2400B","OLIN CORP","NIAGARA FALLS","NY","14303","2","EDELY@OLIN.COM","1319218063079","7782-50-5","2019","06","1000000  to  9999999","Chlorine","0","N","N","1","0","1","0","0","510.4","0","0","","W52","R3","","","","","325","Chemicals"
"11980CTHNS5ZRNB","CAITHNESS LONG ISLAND ENERGY CENTER","YAPHANK","NY","11980","2","TGRACE@CAITHNESSENERGY.COM","1316217730910","7664-41-7","2016","05","100000  to  999999","Ammonia","0","N","N","0","0","0","0","0","14159","0","0","","W19","R2","","","","","2211","Electric Utilities"
"42240MRTRS102BI","MSSC-US","HOPKINSVILLE","KY","42240","4","WAYNE.HENNERFEIND@MSSCNA.COM","1321219456062","7439-96-5","2021","03","1000  to  9999","Manganese","0","N","Y","0","0","0","0","0","0","0","0","","S41","R6","","","","","332","Fabricated Metals"
"3774WSRYBT79AND","SEA RAY BOATS","GREENEVILLE","TN","37745","4","JONATHAN.BURNS@SEARAY.COM","1318216843262","100-42-5","2018","04","10000  to  99999","Styrene","1","N","N","0","0","0","0","0","27310","0","0","","W13","R6","","","","","326","Plastics and Rubber"
"45044PLTCH3439Y","PILOT CHEMICAL CO MIDDLETOWN OHIO FACILITY","MIDDLETOWN","OH","45044","5","BJKRICHBAUM@PILOTCHEMICAL.COM","1322220754307","111-42-2","2022","05","100000  to  999999","Diethanolamine","0","N","N","0","0","0","0","0","10","5","0","","S34","R6","","","","","325","Chemicals"
"91719SBTTR1675S","US BATTERY MFG CO","CORONA","CA","92879","9","SKAY@USBATTERY.COM","1324222964013","N420","2024","05","100000  to  999999","Lead compounds","0","N","Y","1","1","1","1","0","4.04","13.09","0","","S34","R2","","","","","335","Electrical Equipment"
"66110PBGRD300S3","PBI/GORDON CORP","KANSAS CITY","KS","66118","7","BSORENSEN@PBIGORDON.COM","1314212325183","2300-66-5","2014","06","1000000  to  9999999","Dimethylamine dicamba","0","N","N","1","0","0","0","0","0","0","0","","W32","R6","","","","","325","Chemicals"
"60123LGLYN1565F","ELGILOY SPECIALTY METALS","ELGIN","IL","60123","5","JAMESD@ELGILOY.COM","1315213648874","7440-48-4","2015","04","10000  to  99999","Cobalt","1","N","Y","0","0","0","0","0","0","0","0","","W49","R6","","","","","331","Primary Metals"
"74117NRDMS691NW","NORDAM I&S DIV","TULSA","OK","74117","6","JDICKEY@NORDAM.COM","1315214430997","127-18-4","2015","04","10000  to  99999","Tetrachloroethylene","1","N","N","0","0","0","0","0","4960","0","0","","W58","R2","","","","","336","Transportation Equipment"
"98134LSKNC32006","ALASKAN COPPER WORKS","SEATTLE","WA","98134","10","CARLV@ALASKANCOPPER.COM","1320219214119","N090","2020","04","10000  to  99999","Chromium compounds (except for chromite ore mined in the Transvaal Region)","0","N","Y","0","0","0","0","0","255","0","0","","W19","R6","W29","R6","W39","R6","332","Fabricated Metals"
"76710WCCMP32S27","WACO COMPOSITES","WACO","TX","76710","6","BOB@VANDLMANAGEMENT.COM","1319217826041","100-42-5","2019","04","10000  to  99999","Styrene","1","N","N","0","0","0","0","0","14805","0","0","","W33","R6","W19","R3","","","326","Plastics and Rubber"
"68521MLXNC700KI","MOLEX LLC","LINCOLN","NE","68521","7","JASON.KOHL@MOLEX.COM","1322221429537","N010","2022","04","10000  to  99999","Antimony compounds","0","N","Y","0","0","0","0","0","0","0","0","","S24","R6","","","","","334","Computers and Electronic Products"
"33458MPCCN1440W","POWER SYSTEMS MFG LLC","JUPITER","FL","33458","4","GORDON.BROWN@US.PSM.COM","1324222961625","7440-47-3","2024","04","10000  to  99999","Chromium","0","N","Y","0","0","0","0","0","0","0","0","","S21","R6","","","","","333","Machinery"
"00683BXTRHRD122","FENWAL INTERNATIONAL INC","SAN GERMAN","PR","00683","2","ALVIN.PERALTA-FAULKNER@FRESENIUS-KABI.COM","1314213004195","75-09-2","2014","04","10000  to  99999","Dichloromethane","1","N","N","0","0","0","0","0","15584","0","1198","","W52","R4","","","","","339","Miscellaneous Manufacturing"
"32501RCHHL407SO","POLYNT COMPOSITES USA INC","PENSACOLA","FL","32502","4","LONG.LE@POLYNT.COM","1315213894948","1330-20-7","2015","05","100000  to  999999","Xylene (mixed isomers)","0","N","N","0","0","0","0","0","11137","0","0","","W25","R4","","","","","325","Chemicals"
"44035NGLHR120PI","BASF CORP","ELYRIA","OH","44035","5","CHAD.ROSIN@BASF.COM","1316215129851","N100","2016","04","10000  to  99999","Copper compounds","0","N","Y","0","0","0","0","0","500","52","0","","W21","R6","","","","","325","Chemicals"
"15376HNSNNRTE1B","HANSEN ENGINEERING INC","WEST ALEXANDER","PA","15376","3","HANSENENG@VERIZON.NET","1314212355566","N495","2014","04","10000  to  99999","Nickel compounds","1","N","Y","0","1","0","0","0",".09",".01","0","","W52","R6","","","","","331","Primary Metals"
"24112CMMNW345BE","EASTMAN PERFORMANCE FILMS LLC","MARTINSVILLE","VA","24112","3","BRADCARTER@EASTMAN.COM","1323221835453","108-88-3","2023","05","100000  to  999999","Toluene","0","N","N","0","0","0","0","0","5512","0","0","","S35","R6","","","","","326","Plastics and Rubber"
"06354GRSWL1RIVE","ROGERS CORP - MOOSUP","MOOSUP","CT","06354","1","MICHAL.WERBECKI@ROGERSCORPORATION.COM","1318217079565","N590","2018","02","100  to  999","Polycyclic aromatic compounds","1","N","N","1","0","0","1","1","0","0","0","","W42","R2","","","","","326","Plastics and Rubber"
"73055CHMCL1004S","FLOTEK CHEMISTRY LLC","MARLOW","OK","73055","6","JWHITE@FLOTEKIND.COM","1314212388615","N230","2014","05","100000  to  999999","Certain glycol ethers","0","N","N","0","0","0","0","0","521","0","0","","W14","R6","","","","","325","Chemicals"
"19020NTNLR539DU","NATIONAL REFRIGERATION & A/C PRODUCTS","BENSALEM","PA","19020","3","ECARRUTHERS@NRAC.COM","1315219722105","7440-47-3","2015","04","10000  to  99999","Chromium","0","N","Y","0","0","0","0","0","14","0","526","","W14","R5","","","","","333","Machinery"
"78226STNDR661DU","STANDARD AERO (SAN ANTONIO) INC.","SAN ANTONIO","TX","78226","6","MILDRED.RAMIREZ@STANDARDAERO.COM","1322221021886","7439-92-1","2022","03","1000  to  9999","Lead","1","N","Y","0","0","0","0","1","1.0068","0","0","","S03","R4","","","","","336","Transportation Equipment"
"45242XMXCR4444C","XOMOX PFT CORP","CINCINNATI","OH","45242","5","MMEYERS@CRANECPE.COM","1319218088348","7440-47-3","2019","04","10000  to  99999","Chromium","0","N","Y","0","0","0","0","0","0","0","0","","W13","R6","","","","","332","Fabricated Metals"
"1320WMPRVS694FL","EMPIRE VISION","EAST SYRACUSE","NY","13057","2","rcarr@visionworks.com","1316215316783","7439-92-1","2016","02","100  to  999","Lead","1","N","Y","0","0","0","0","0",".2","0","0","","W84","R2","","","","","339","Miscellaneous Manufacturing"
"01757BNJMN49SUM","BENJAMIN MOORE & CO-MILFORD","MILFORD","MA","01757","1","SCOTT.KAPLAN@BENJAMINMOORE.COM","1318217398496","N230","2018","03","1000  to  9999","Certain glycol ethers","0","N","N","0","0","0","0","0","3.03","0","0","","W58","R6","","","","","325","Chemicals"
"0680WMMRYC3BERK","MEMRY DBA RESONETICS LLC","BETHEL","CT","06801","1","JTOMMESS@RESONETICS.COM","1322221322530","67-56-1","2022","03","1000  to  9999","Methanol","0","N","N","0","0","0","0","0","12523","0","0","","S25","R6","","","","","339","Miscellaneous Manufacturing"
"1650WPWRDR33PIT","POWER DRIVES INC","ERIE","PA","16508","3","R.RAY@POWERDRIVES.COM","1315214019705","N420","2015","02","100  to  999","Lead compounds","0","N","Y","0","0","0","0","0","1.5","0","0","","W42","R3","","","","","332","Fabricated Metals"
"85210PHMNP112WI","JOY GLOBAL SURFACE MINING-MESA","MESA","AZ","85210","9","MICK.CRISP@JOYGLOBAL.COM","1320218700286","7440-47-3","2020","01","0  to  99","Chromium","0","N","Y","0","0","0","0","0","0","0","0","","W54","R5","","","","","333","Machinery"
"45242CNCNN5901C","CINCINNATI THERMAL SPRAY","CINCINNATI","OH","45242","5","RSTUCK@CTS-INC.NET","1321219898362","7440-47-3","2021","02","100  to  999","Chromium","0","N","Y","0","0","0","0","0","16","0","0","","S23","R6","","","","","332","Fabricated Metals"
"15022NTNLP9GUTT","NATIONAL POLYMERS INC.","CHARLEROI","PA","15022","3","GARY.ZIPPAY@NATIONALPOLYMERS.COM","1322220797791","1330-20-7","2022","03","1000  to  9999","Xylene (mixed isomers)","0","N","N","0","0","0","0","0","359.61","0","0","","S21","R6","","","","","325","Chemicals"
"43123TSHSM3515G","TOSOH SMD INC.","GROVE CITY","OH","43123","5","PHILLIP.RICE@TOSOH.COM","1321219914140","7440-50-8","2021","06","1000000  to  9999999","Copper","0","N","Y","0","1","0","0","0","0","0","0","","S35","R5","","","","","332","Fabricated Metals"
"11356NDSTR20451","COMSTAR INTERNATIONAL INC","COLLEGE POINT","NY","11356","2","SPMELLA@COMSTARPRODUCTS.COM","1316215052768","67-56-1","2016","02","100  to  999","Methanol","0","N","N","0","0","0","0","0","0","0","0","","W65","R6","","","","","325","Chemicals"
"64132CBGGY8485P","NITTO AUTOMOTIVE INC","KANSAS CITY","MO","64132","7","simone.paton@parker-us.com","1316215768779","N010","2016","03","1000  to  9999","Antimony compounds","0","N","Y","0","0","0","0","0","0","0","0","","W15","R5","","","","","326","Plastics and Rubber"
"4866WSTYRN164BU","TRINSEO LLC-MI OPERATIONS","MIDLAND","MI","48667","5","GTFOX@TRINSEO.COM","1321220354157","100-42-5","2021","07","10000000  to  49999999","Styrene","1","N","N","0","1","0","0","0","6152.67","0","0","","S25","R3","","","","","325","Chemicals"
"6760WHSSSR17892","HESS SERVICES INC-NORTH YARD","HAYS","KS","67601","7","MARKHESS@HESS-SERVICES.COM","1314212765503","100-42-5","2014","04","10000  to  99999","Styrene","1","N","N","0","0","0","0","0","67240","0","0","","W19","R5","","","","","326","Plastics and Rubber"
"54220ZNTHS5710V","GKN SINTER METALS","MANITOWOC","WI","54220","5","MATTHEW.MARTIN@GKNPM.COM","1315213984279","7440-50-8","2015","04","10000  to  99999","Copper","0","N","Y","0","0","0","0","0","29","0","0","","W36","R6","","","","","332","Fabricated Metals"
"2725WNDLRX932EA","INDULOR AMERICA LP","GRAHAM","NC","27253","4","J.DIXON@INDULOR.NET","1322220948588","100-42-5","2022","05","100000  to  999999","Styrene","1","N","N","0","0","0","0","0","530","0","0","","S21","R1","","","","","325","Chemicals"
"04092SLVXN45THO","SILVEX INC","WESTBROOK","ME","04092","1","PHILRIDLEY@SILVEXINC.COM","1318217361652","7697-37-2","2018","03","1000  to  9999","Nitric acid","0","N","N","0","0","0","0","0","296","0","0","","W81","R3","","","","","332","Fabricated Metals"
"30720CPTLD300CR","ROBERTS CAPITOL","DALTON","GA","30721","4","LMORGAN@QEP.COM","1319217971769","110-54-3","2019","05","100000  to  999999","n-Hexane","0","N","N","0","0","0","0","0","3483","0","0","","W29","R6","","","","","325","Chemicals"
"8440WBRNSR125SU","BARNES AEROSPACE OGDEN DIV","OGDEN","UT","84404","8","MLGARDNER@BARNESAERO.COM","1315216627935","7697-37-2","2015","04","10000  to  99999","Nitric acid","0","N","N","0","0","0","0","0","255","0","0","","W58","R2","","","","","336","Transportation Equipment"
"16823SPLCNSUPEL","SUPELCO","BELLEFONTE","PA","16823","3","BILL.OZANICH@MILLIPORESIGMA.COM","1324222434375","67-56-1","2024","03","1000  to  9999","Methanol","0","N","N","0","0","0","0","0","1054","0","0","","S21","R6","","","","","334","Computers and Electronic Products"
"98550PNLTC2999J","PANELTECH","HOQUIAM","WA","98550","10","JINGALSBE@PANELTECHINTL.COM","1322220745451","108-95-2","2022","04","10000  to  99999","Phenol","0","N","N","0","0","0","0","0","106.5","0","0","","S21","R3","","","","","325","Chemicals"
"89506VKWST14250","VEKA WEST INC.","RENO","NV","89506","9","BJONES@VEKA.COM","1322220946014","N450","2022","03","1000  to  9999","Manganese compounds","0","N","Y","0","0","0","0","0","0","0","0","","S11","R6","","","","","326","Plastics and Rubber"
"44024LSTCH160PA","LANXESS CORP PLANT 2","CHARDON","OH","44024","5","BERT.MOLZON@LANXESS.COM","1320218727067","N420","2020","04","10000  to  99999","Lead compounds","0","N","Y","0","1","1","0","0","0","0","0","","W21","R5","","","","","326","Plastics and Rubber"
"06492LBRCH1DUDL","ULBRICH SPECIALTY STRIP MILL","WALLINGFORD","CT","06492","1","SNAGY@ULBRICH.COM","1324222579017","7440-02-0","2024","05","100000  to  999999","Nickel","1","N","Y","0","0","0","0","0","0","0","0","","S44","R5","","","","","331","Primary Metals"
"77592MCCHMFOOTO","INEOS STYROLUTION AMERICA LLC","TEXAS CITY","TX","77590","6","JULIO.RODRIGUEZ@INEOS.COM","1314212916682","71-43-2","2014","06","1000000  to  9999999","Benzene","1","N","N","1","0","0","0","0","3849","0","0","","W58","R2","","","","","325","Chemicals"
"44004MLDDF1601W","MOLDED FIBER GLASS COMPOSITE SYSTEMS CO","ASHTABULA","OH","44004","5","JSINGER@MOLDEDFIBERGLASS.COM","1323221728809","100-42-5","2023","05","100000  to  999999","Styrene","1","N","N","0","0","0","0","0","54787","0","0","","S21","R6","","","","","326","Plastics and Rubber"
"65536DTRTT100CA","DETROIT TOOL METAL PRODUCTS","LEBANON","MO","65536","7","MARCUS.LONG@IRONFORM.COM","1323221950518","7439-96-5","2023","05","100000  to  999999","Manganese","0","N","Y","0","0","0","0","0","0","0","0","","S21","R5","","","","","332","Fabricated Metals"
"35611TRSSN1803W","TRIS USA INC","ATHENS","AL","35611","4","RFREEMAN@TRISUSA.COM","1323221532928","7664-41-7","2023","03","1000  to  9999","Ammonia","0","N","N","0","0","0","0","0","500","0","0","","S06","R1","","","","","334","Computers and Electronic Products"
"46628BRNCR2001W","ROYAL ADHESIVES & SEALANTS","SOUTH BEND","IN","46628","5","MICHAEL.DELANEY@HBFULLER.COM","1316215232253","110-54-3","2016","05","100000  to  999999","n-Hexane","0","N","N","0","0","0","0","0","5771.9","0","0","","W42","R6","W32","R6","W19","R6","325","Chemicals"
"84116L3CMM640N2","L3 TECHNOLOGIES INC. COMMUNICATION SYSTEMS - WEST","SALT LAKE CITY","UT","84116","8","TARA.SALEY@L3HARRIS.COM","1319218134688","7439-92-1","2019","02","100  to  999","Lead","1","N","Y","0","0","0","0","0",".0125","0","0","","W58","R2","","","","","334","Computers and Electronic Products"
"15824WNSBRCHERR","OWENS-BROCKWAY GLASS CONTAINER INC PLANT 18","BROCKWAY","PA","15824","3","JAMES.WOODS@O-I.COM","1324222559751","N420","2024","04","10000  to  99999","Lead compounds","0","N","Y","1","0","0","0","0","152.5","0","0","","S44","R2","","","","","327","Nonmetallic Mineral Product"
"77705SRTMR11455","RESIN SOLUTIONS LLC - BEAUMONT FACILITY","BEAUMONT","TX","77705","6","ALLEN.CAST@RESINSOLUTIONS.COM","1324222577951","7637-07-2","2024","04","10000  to  99999","Boron trifluoride","0","N","N","0","0","0","0","0","12.4","0","0","","S25","R2","","","","","325","Chemicals"
"14009PRTCH91NST","API HEAT TRANSFER INC","ARCADE","NY","14009","2","JBIGGIE@APIHEATTRANSFER.COM","1314211950961","540-59-0","2014","04","10000  to  99999","1,2-Dichloroethylene","0","N","N","0","0","0","0","0","26876","0","0","","W56","R1","","","","","332","Fabricated Metals"
"30720CPTLD300CR","ROBERTS CAPITOL","DALTON","GA","30721","4","LMORGAN@QEP.COM","1318216935128","108-88-3","2018","04","10000  to  99999","Toluene","0","N","N","0","0","0","0","0","3162","0","0","","W29","R6","","","","","325","Chemicals"
"76401FMCTL2825W","FMC TECHNOLOGIES INC","STEPHENVILLE","TX","76401","6","GERRY.KENDALL@FMCTI.COM","1314213237579","7440-50-8","2014","04","10000  to  99999","Copper","0","N","Y","0","0","0","0","0","0","0","0","","W13","R6","","","","","333","Machinery"
"46231MCRNT1550R","MICRONUTRIENTS USA LLC","INDIANAPOLIS","IN","46231","5","KEITH.HUGHES@SELKO.COM","1322220766430","N982","2022","04","10000  to  99999","Zinc compounds","0","N","Y","0","0","0","0","0","255","5","0","","S22","R5","","","","","325","Chemicals"
"61834FBRTQ3650S","FIBERTEQ LLC","DANVILLE","IL","61834","5","JON.STALCUP@OWENSCORNING.COM","1324222993976","50-00-0","2024","03","1000  to  9999","Formaldehyde","1","N","N","0","0","0","0","0","17210.94","0","0","","S21","R6","","","","","327","Nonmetallic Mineral Product"
"90001FBRCT724E6","FABRI COTE","LOS ANGELES","CA","90001","9","CHRISTIAN.GONZALEZ@FENNERPPD.COM","1317215956855","108-88-3","2017","04","10000  to  99999","Toluene","0","N","N","0","0","0","0","0","25786","0","0","","W13","R6","W22","R6","W82","R6","313","Textiles"
"53589NRYLP501SW","UNIROYAL GLOBAL ENGINEERED PRODUCTS LLC","STOUGHTON","WI","53589","5","BCUTLER@UNIROYALGLOBAL.COM","1317216246278","872-50-4","2017","03","1000  to  9999","N-Methyl-2-pyrrolidone","0","N","N","0","0","0","0","0","0","0","0","","W13","R6","","","","","313","Textiles"
"01757BNJMN49SUM","BENJAMIN MOORE & CO-MILFORD","MILFORD","MA","01757","1","SCOTT.KAPLAN@BENJAMINMOORE.COM","1324223067188","55406-53-6","2024","04","10000  to  99999","3-Iodo-2-propynyl butylcarbamate","0","N","N","0","0","0","0","0","13.24","0","0","","S44","R6","","","","","325","Chemicals"
"7516WTRRLL32IRN","TERRELL HOT MIX ASPHALT PLANT","TERRELL","TX","75160","6","ROBERT.BROWN@TEXASBIT.COM","1324222675175","N590","2024","02","100  to  999","Polycyclic aromatic compounds","1","N","N","0","0","0","0","0","273","0","0","","S35","R6","","","","","324","Petroleum"
"7505WLTCRT17111","LATICRETE INTERNATIONAL INC","GRAND PRAIRIE","TX","750501913","6","MAMELARA@LATICRETE.COM","1314212653808","1344-28-1","2014","04","10000  to  99999","Aluminum oxide (fibrous forms)","0","N","N","0","0","0","0","0","10","0","0","","W81","R6","","","","","327","Nonmetallic Mineral Product"
"85301FRBRD61N53","FIREBIRD PRODUCTS LLC","GLENDALE","AZ","85301","9","BRAD@FIREBIRDFIBERGLASS.COM","1323221559634","100-42-5","2023","03","1000  to  9999","Styrene","1","N","N","0","0","0","0","0","8387.17","0","0","","S23","R5","","","","","326","Plastics and Rubber"
"65301TYSNF19571","TYSON POULTRY INC. - PROCESSING PLANT","SEDALIA","MO","65301","7","SVETLANA.CHERNISH@TYSON.COM","1321219814151","N511","2021","03","1000  to  9999","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","0","N","N","1","0","0","1","0","0","789161","68","","S21","R6","","","","","311","Food"
"78130WTRWR15655","LONESTAR FIBERGLASS COMPONENTS, LLC","KINGSBURY","TX","78638","6","CHRIS@LONESTARFIBERGLASSPOOLS.COM","1314212466243","100-42-5","2014","03","1000  to  9999","Styrene","1","N","N","0","0","0","0","0","8738","0","0","","W58","R6","","","","","326","Plastics and Rubber"
"36504SWFTLSWIFT","SWIFT LUMBER INC.","ATMORE","AL","36502","4","PAGE@SWIFTLUMBER.COM","1316215555590","N420","2016","03","1000  to  9999","Lead compounds","0","N","Y","0","0","0","0","1","0","0","1251","","W58","R6","","","","","321","Wood Products"
"44711NNMTL19351","UNION METAL CORP","CANTON","OH","44705","5","PIETRA@UNIONMETAL.COM","1316215682081","N982","2016","04","10000  to  99999","Zinc compounds","0","N","Y","0","0","0","0","0","0","23","0","","W29","R6","","","","","332","Fabricated Metals"
"39440MSNTCSOUTH","MASONITE CORP","LAUREL","MS","39440","4","NKOFMAN@MASONITE.COM","1318217071846","67-56-1","2018","02","100  to  999","Methanol","0","N","N","1","0","0","1","0","7460","0","0","","W43","R6","","","","","321","Wood Products"
"46515HRMSL1101L","AMERICAN ELECTRONIC COMPONENTS","ELKHART","IN","46516","5","BBARBER@AECSENSORS.COM","1317216239261","7439-97-6","2017","03","1000  to  9999","Mercury","0","N","Y","0","0","0","0","0",".51","0","0","","W42","R4","","","","","335","Electrical Equipment"
"28392CRLNFHWY87","SMITHFIELD FRESH MEATS CORP - TAR HEEL","TAR HEEL","NC","28392","4","JCSTOKER@SMITHFIELD.COM","1318218342475","7664-41-7","2018","05","100000  to  999999","Ammonia","0","N","N","1","0","0","1","0","114934","409","0","","W39","R5","","","","","311","Food"
"00937SSLMMLUISM","AVIATION FUEL TERMNAL","CAROLINA","PR","00979","2","grace.robles@pumaenergy.com","1314212684688","1330-20-7","2014","06","1000000  to  9999999","Xylene (mixed isomers)","0","N","N","0","0","0","0","0","458.58","0","0","","W13","R6","","","","","4247","Petroleum Bulk Terminals"
"78251TKTTL4611W","JOYSON SAFETY SYSTEMS","SAN ANTONIO","TX","78251","6","FERNANDO.MENDOZA@NA.JOYSONSAFETY.COM","1323222366128","N495","2023","04","10000  to  99999","Nickel compounds","1","N","Y","1","0","0","0","0","0","0","0","","S41","R6","","","","","336","Transportation Equipment"
"70079CYPRS16122","SHAC CATALYST PLANT","NORCO","LA","70079","6","WESLEY.BROWN@GRACE.COM","1324223106737","75-00-3","2024","05","100000  to  999999","Chloroethane","0","N","N","1","0","0","1","0","500","5","0","","S24","R6","","","","","325","Chemicals"
